Avail,Player,MLB,Eligible,Rank
W ( 4/15),Grant Sides RP | ARI,M,RP,9999
W ( 4/15),Eli Lingos RP | CLE,M,RP,9999
W ( 4/15),Adrian Sampson SP | TEX,M,SP,9999
W ( 4/15),Parker Curry RP | LAD,M,RP,9999
W ( 4/15),Scott Kuzminsky RP | SEA,M,RP,9999
W ( 4/15),Zach Greene RP | NYY,M,RP,9999
W ( 4/15),Preston Gainey RP | MIL,M,RP,9999
W ( 4/15),Jeff Ames RP | MIN,M,RP,9999
W ( 4/15),Roman Angelo SP | ARI,M,SP,9999
W ( 4/15),Jojo Ingrassia SP | BOS,M,SP,9999
W ( 4/15),Beau Burrows RP | MIN,M,RP,9999
W ( 4/15),Danny Rosenbaum SP | BOS,M,SP,9999
W ( 4/15),Blake Wolters SP | KC,M,SP,9999
W ( 4/15),Thomas Pannone RP | MIL ,IL,RP,9999
W ( 4/15),Andres Avila RP | ATH,M,RP,9999
W ( 4/15),John Curtiss RP | ARI,M,RP,9999
W ( 4/15),Jacob Maton RP | TEX,M,RP,9999
W ( 4/15),Ben Heller RP | CHC ,IL,RP,9999
W ( 4/15),Josh Uhen RP | MIL,M,RP,9999
W ( 4/15),Frank Del Valle RP | CHC,M,RP,9999
W ( 4/15),Jeremy Rhoades RP | LAA,M,RP,9999
W ( 4/15),Bryce Collins RP | CHW,M,RP,9999
Southern Playaz,Chase Burns SP | CIN,M,SP,9999
W ( 4/15),Stephen Woods SP | KC,M,SP,9999
W ( 4/15),Chandler Welch SP | MIL,M,SP,9999
W ( 4/15),Daury Torrez RP | CHC,M,RP,9999
W ( 4/15),Mark Serrano RP | ARI,M,RP,9999
W ( 4/15),Xavier Martinez RP | CLE,M,RP,9999
W ( 4/15),Carlos Belen RP | SD,M,RP,9999
W ( 4/15),Josh Pennington SP | BOS,M,SP,9999
W ( 4/15),Mauricio Llovera RP | SEA,A,RP,9999
W ( 4/15),Christian Little RP | SEA,M,RP,9999
W ( 4/15),Derek Craft RP | NYY,M,RP,9999
W ( 4/15),Richard Castillo RP | COL,M,RP,9999
W ( 4/15),Zach Petrick SP | STL,M,SP,9999
W ( 4/15),Luis Cessa SP | KC,M,SP,9999
W ( 4/15),Mike Kaelin RP | LAA,M,RP,9999
W ( 4/15),Fabian Williamson SP | MIA,M,SP,9999
W ( 4/15),Karson Milbrandt SP | MIA ,M,SP,9999
W ( 4/15),Kyle Winkler SP | ARI,M,SP,9999
W ( 4/15),Trevor Rogers SP | BAL ,IL,SP,9999
W ( 4/15),Cole Miller SP | ATH ,M,SP,9999
W ( 4/15),Cameron Wynne RP | PHI,M,RP,9999
W ( 4/15),Ben Sears RP | KC,M,RP,9999
W ( 4/15),Kai Wynyard RP | TEX,M,RP,9999
W ( 4/15),James Teague RP | BAL,M,RP,9999
W ( 4/15),Andrew Bellatti RP | PHI,M,RP,9999
W ( 4/15),Troy Miller RP | NYM,M,RP,9999
W ( 4/15),Blake Workman RP | ARI,M,RP,9999
W ( 4/15),Luis Palacios RP | MIA,M,RP,9999
W ( 4/15),Jordan Mikel RP | CHW,M,RP,9999
W ( 4/15),Jose Alberto Molina RP | LAA,M,RP,9999
W ( 4/15),Trevor Brigden RP | TB,M,RP,9999
Iowa Cubs,Andrew Kittredge RP | BAL ,IL,RP,9999
W ( 4/15),Skylar Arias RP | BOS,M,RP,9999
W ( 4/15),Jorge Marban RP | BOS,M,RP,9999
W ( 4/15),"Adrian Houser RP,SP | TEX",M,"RP,SP",9999
W ( 4/15),Austin Ross RP | PHI,M,RP,9999
W ( 4/15),Luis Ledo RP | LAA,M,RP,9999
W ( 4/15),Joely Rodriguez RP | BOS,A,RP,9999
W ( 4/15),Ty Madden RP | DET ,IL,RP,9999
W ( 4/15),Franny Cobos RP | HOU,M,RP,9999
W ( 4/15),Bryce Bonnin SP | TEX,M,SP,9999
W ( 4/15),Adam Parks RP | TEX,M,RP,9999
W ( 4/15),Joey Gerber RP | TB,M,RP,9999
W ( 4/15),Dylan Heid RP | BAL,M,RP,9999
W ( 4/15),Jason Creasy RP | ATL,A,RP,9999
W ( 4/15),Zach Brzykcy RP | WAS ,IL,RP,9999
W ( 4/15),Alexander Cornielle SP | MIL,M,SP,9999
W ( 4/15),Dedgar Jimenez RP | BOS,M,RP,9999
W ( 4/15),Jeffrey Rosa SP | TB,M,SP,9999
W ( 4/15),Sammy Natera SP | LAA,M,SP,9999
W ( 4/15),Willy Ortiz SP | TB,M,SP,9999
W ( 4/15),Pat Monteverde SP | MIA,M,SP,9999
W ( 4/15),Aaron Davenport RP | CLE,M,RP,9999
W ( 4/15),Dalton Stambaugh RP | CHC,M,RP,9999
Iowa Cubs,Braxton Ashcraft SP | PIT,M,SP,9999
W ( 4/15),Rubby De La Rosa RP | LAD,M,RP,9999
W ( 4/15),Michael Wagner RP | CHC,M,RP,9999
W ( 4/15),Anderson Paulino RP | KC,M,RP,9999
W ( 4/15),Jason Bahr RP | TEX,M,RP,9999
W ( 4/15),Kyle Wilcox RP | COL,M,RP,9999
W ( 4/15),Zach Daniels RP | ATL,M,RP,9999
W ( 4/15),Matt Frisbee SP | SF,M,SP,9999
W ( 4/15),Luke Farrell SP | WAS,M,SP,9999
W ( 4/15),Geno Encina RP | TOR,M,RP,9999
W ( 4/15),Dominic Leone RP | CHW,A,RP,9999
W ( 4/15),Miguel Rodriguez RP | MIN,M,RP,9999
W ( 4/15),Corey Williams RP | MIN,M,RP,9999
W ( 4/15),Alex Burgos RP | LAD,M,RP,9999
W ( 4/15),Felipe De La Cruz RP | NYM,M,RP,9999
W ( 4/15),Dakody Clemmer RP | CLE,M,RP,9999
W ( 4/15),Dakota Hudson SP | LAA,M,SP,9999
W ( 4/15),Haden Erbe RP | TB,M,RP,9999
W ( 4/15),Matt Whitehouse RP | CLE,M,RP,9999
W ( 4/15),Ike Buxton SP | MIA,M,SP,9999
W ( 4/15),Andrew Schultz RP | PHI,M,RP,9999
W ( 4/15),Miller Diaz SP | ARI,M,SP,9999
W ( 4/15),Moises Lugo RP | SD,M,RP,9999
W ( 4/15),Evan Gates RP | SF,M,RP,9999
W ( 4/15),Garrett Schoenle SP | CHW,M,SP,9999
W ( 4/15),Justin Bullock RP | MIL,M,RP,9999
W ( 4/15),Nick Anderson RP | STL,M,RP,9999
W ( 4/15),Kolton Mahoney RP | MIA,M,RP,9999
W ( 4/15),Jonah Tong SP | NYM,M,SP,9999
W ( 4/15),Yankory Pimentel RP | BOS,M,RP,9999
W ( 4/15),Sean McLaughlin RP | ATL,M,RP,9999
W ( 4/15),Felix Cepeda RP | BOS,M,RP,9999
W ( 4/15),L.P. Langevin RP | KC ,M,RP,9999
W ( 4/15),McCade Brown SP | COL,M,SP,9999
W ( 4/15),Jeff Belge RP | TB,M,RP,9999
W ( 4/15),Touki Toussaint RP | CHW,M,RP,9999
W ( 4/15),Josh Winder RP | ARI,A,RP,9999
W ( 4/15),Trayson Kubo RP | ATH,M,RP,9999
W ( 4/15),Yeury Gervacio RP | CLE,M,RP,9999
W ( 4/15),Nick Ernst RP | NYY,M,RP,9999
W ( 4/15),Noah Syndergaard SP | CLE,A,SP,9999
W ( 4/15),Joe Record RP | TB,M,RP,9999
W ( 4/15),Will Sanders SP | CHC,M,SP,9999
W ( 4/15),Blake Walston RP | ARI ,IL,RP,9999
W ( 4/15),Trey Ball SP | BOS,M,SP,9999
W ( 4/15),Joelvis Del Rosario RP | ATH,M,RP,9999
W ( 4/15),Shintaro Fujinami RP | SEA,M,RP,9999
W ( 4/15),Garvin Alston RP | CHW,M,RP,9999
W ( 4/15),Marcus Johnson SP | TB,M,SP,9999
W ( 4/15),William Ouellette RP | TOR,M,RP,9999
W ( 4/15),Erik Manoah RP | WAS,M,RP,9999
W ( 4/15),Tyler Chatwood RP | PIT,M,RP,9999
W ( 4/15),Kelvin Ramirez RP | LAD,M,RP,9999
Richmond Hippies,Bubba Chandler SP | PIT,M,SP,9999
W ( 4/15),Andrew Taylor SP | HOU ,M,SP,9999
W ( 4/15),Zach Pop RP | TOR,A,RP,9999
W ( 4/15),Sam Garcia RP | MIL,M,RP,9999
W ( 4/15),Jose Geraldo RP | SD,M,RP,9999
W ( 4/15),Ethan Pecko SP | HOU ,M,SP,9999
W ( 4/15),Brady Aiken SP | CLE,M,SP,9999
W ( 4/15),Jonathon Crawford SP | CIN,M,SP,9999
W ( 4/15),Raimon Gomez SP | NYM ,M,SP,9999
W ( 4/15),Jackson Finley SP | ATH,M,SP,9999
W ( 4/15),Zach Willeman RP | KC,M,RP,9999
W ( 4/15),Miguel Cienfuegos SP | SD,M,SP,9999
W ( 4/15),Robinson Ortiz SP | LAD,M,SP,9999
W ( 4/15),Brycen Mautz SP | STL,M,SP,9999
W ( 4/15),Brendan Nail RP | BOS,M,RP,9999
W ( 4/15),Brock Stewart RP | MIN ,IL,RP,9999
W ( 4/15),Brock Dykxhoorn RP | HOU,M,RP,9999
W ( 4/15),Ryan Kussmaul RP | CHW,M,RP,9999
W ( 4/15),Diego Castillo RP | COL,A,RP,9999
W ( 4/15),Matt Barnes RP | WAS,A,RP,9999
W ( 4/15),Will Ethridge SP | COL,M,SP,9999
W ( 4/15),Joe LaSorsa RP | CIN,M,RP,9999
W ( 4/15),Zane Russell RP | ARI,M,RP,9999
W ( 4/15),Holden Powell RP | WAS,M,RP,9999
W ( 4/15),Jordan Brink RP | MIN,A,RP,9999
W ( 4/15),D.J. McCarty RP | TEX,M,RP,9999
W ( 4/15),Luis Ramirez RP | COL,M,RP,9999
W ( 4/15),Shane Panzini SP | KC,M,SP,9999
W ( 4/15),Ethan Small RP | SF ,IL,RP,9999
W ( 4/15),Luis De Avila SP | ATL,M,SP,9999
W ( 4/15),Mitch White RP | MIL,M,RP,9999
W ( 4/15),Peyton Battenfield SP | NYM,M,SP,9999
W ( 4/15),Connor Walsh RP | CHW,M,RP,9999
W ( 4/15),Adam Wolf SP | DET,M,SP,9999
W ( 4/15),Jack Carey RP | PIT,M,RP,9999
W ( 4/15),Josh Turley SP | DET,M,SP,9999
W ( 4/15),Julian Smith RP | LAD,M,RP,9999
Iowa Cubs,Braxton Garrett SP | MIA ,IL,SP,9999
W ( 4/15),Mason McCullough RP | ARI,M,RP,9999
W ( 4/15),Matt Krook RP | ATH,M,RP,9999
W ( 4/15),James Meeker RP | MIL,M,RP,9999
W ( 4/15),Elmer Rodriguez-Cruz SP | BOS,M,SP,9999
W ( 4/15),Edwin Fierro RP | TB,M,RP,9999
W ( 4/15),Luis Gonzalez RP | BAL,M,RP,9999
W ( 4/15),Justin King RP | MIA,M,RP,9999
W ( 4/15),Dallas Keuchel SP | MIL,M,SP,9999
W ( 4/15),John Holobetz RP | MIL,M,RP,9999
W ( 4/15),Denyi Reyes RP | NYM,A,RP,9999
W ( 4/15),T.J. Zeuch SP | COL,M,SP,9999
W ( 4/15),Sergio Morillo RP | CLE,M,RP,9999
W ( 4/15),Mike Nikorak SP | COL,M,SP,9999
W ( 4/15),Cody Dickson RP | PIT,M,RP,9999
W ( 4/15),Matt Tomshaw SP | CHW,M,SP,9999
W ( 4/15),Simon Miller RP | CIN,M,RP,9999
W ( 4/15),Joe Elbis SP | ARI ,M,SP,9999
W ( 4/15),Joseph Yabbour RP | CHW,M,RP,9999
W ( 4/15),Justin Ferrell RP | HOU,M,RP,9999
W ( 4/15),Pedro Avila RP | CLE,A,RP,9999
W ( 4/15),Adonis Medina RP | SEA,M,RP,9999
W ( 4/15),Grant Shepardson SP | MIA,M,SP,9999
W ( 4/15),Ty Boyles RP | CLE,M,RP,9999
W ( 4/15),Robert Ahlstrom RP | TEX,A,RP,9999
W ( 4/15),Chad Dallas SP | TOR ,M,SP,9999
W ( 4/15),Eric Reyzelman RP | NYY,M,RP,9999
W ( 4/15),Zach Haake SP | PHI,M,SP,9999
W ( 4/15),Evan Sisk RP | KC ,A,RP,9999
W ( 4/15),Tanner Hall SP | MIN,M,SP,9999
W ( 4/15),Barrett Kent SP | LAA ,M,SP,9999
W ( 4/15),Daniel Harper RP | PHI,M,RP,9999
W ( 4/15),Thomas McIlraith RP | NYM,M,RP,9999
W ( 4/15),Danis Correa RP | ATH,M,RP,9999
W ( 4/15),Joel Peguero RP | SF,M,RP,9999
W ( 4/15),Jack Snyder RP | TB,M,RP,9999
W ( 4/15),Alexander Hermeling RP | LAD,M,RP,9999
W ( 4/15),Noah Cameron SP | KC,M,SP,9999
W ( 4/15),Charlie Beilenson RP | SEA,M,RP,9999
W ( 4/15),Tyler Duffey RP | KC,M,RP,9999
W ( 4/15),Scott Weathersby RP | HOU,M,RP,9999
W ( 4/15),Mitchell Tyranski RP | CHC,M,RP,9999
W ( 4/15),Randy Wynne RP | CIN,M,RP,9999
W ( 4/15),Dale Stanavich RP | MIA,M,RP,9999
W ( 4/15),Connelly Early SP | BOS,M,SP,9999
W ( 4/15),Tanner Kiest RP | LAD,M,RP,9999
W ( 4/15),Martires Arias SP | SD,M,SP,9999
W ( 4/15),Luis Quinones RP | TOR,M,RP,9999
W ( 4/15),Cameron Gann RP | ARI,M,RP,9999
W ( 4/15),Marco Jimenez RP | DET,M,RP,9999
W ( 4/15),Chase Johnson-Mullins RP | ATL,M,RP,9999
W ( 4/15),Luis Rodriguez RP | NYM ,M,RP,9999
W ( 4/15),Helcris Olivarez SP | SF,M,SP,9999
W ( 4/15),Konnor Pilkington RP | WAS,M,RP,9999
W ( 4/15),Taylor Rashi RP | ARI,M,RP,9999
W ( 4/15),Jake Reindl RP | CHC,M,RP,9999
W ( 4/15),Zach Penrod RP | BOS ,IL,RP,9999
W ( 4/15),Huascar Ynoa SP | MIN,M,SP,9999
W ( 4/15),Jose Disla RP | TB,M,RP,9999
Northern Virginia River Rats,Ryan Cusick RP | ATH,M,RP,9999
W ( 4/15),Shohei Tomioka RP | ATH,M,RP,9999
W ( 4/15),Mark McLaughlin RP | CHW,M,RP,9999
W ( 4/15),Chaz Hebert RP | NYY,M,RP,9999
W ( 4/15),Austin Warner SP | CHW,A,SP,9999
W ( 4/15),Brett Conine SP | HOU,M,SP,9999
W ( 4/15),Lucas Wepf RP | LAD,M,RP,9999
W ( 4/15),Marco Duarte SP | BOS,M,SP,9999
W ( 4/15),Kyle Wilson RP | NYM,M,RP,9999
W ( 4/15),Evan Justice RP | COL,M,RP,9999
W ( 4/15),Jose Velez RP | MIA,M,RP,9999
W ( 4/15),Buck Farmer RP | ATL,M,RP,9999
W ( 4/15),Brock Selvidge SP | NYY ,M,SP,9999
W ( 4/15),Juan De Paula SP | TOR,M,SP,9999
W ( 4/15),Kenyon Yovan RP | LAA,M,RP,9999
W ( 4/15),Joseph Kuzia RP | TEX,M,RP,9999
W ( 4/15),Rafael Kelly SP | ATH,M,SP,9999
W ( 4/15),Jonny Cuevas RP | TB,M,RP,9999
W ( 4/15),Owen White RP | CHW,M,RP,9999
W ( 4/15),Cameron Junker RP | PIT,A,RP,9999
W ( 4/15),Vince Arobio RP | CHW,M,RP,9999
W ( 4/15),Cayne Ueckert RP | CHC,M,RP,9999
W ( 4/15),Felix Paulino SP | CHW,M,SP,9999
W ( 4/15),Konnor Ash SP | PHI,M,SP,9999
W ( 4/15),Jordan Minch RP | CHC,M,RP,9999
W ( 4/15),Bernard Jose RP | SD,M,RP,9999
W ( 4/15),Will Smith RP | KC,A,RP,9999
W ( 4/15),Aidan Anderson RP | TEX ,M,RP,9999
W ( 4/15),Alex Mauricio RP | NYY,M,RP,9999
W ( 4/15),Jake Eder RP | LAA,M,RP,9999
W ( 4/15),Hector Daniel Rodriguez SP | BAL,M,SP,9999
W ( 4/15),Connor Lunn SP | STL,M,SP,9999
W ( 4/15),Nathan Bates RP | LAA,M,RP,9999
W ( 4/15),Trent Toplikar RP | SF,M,RP,9999
W ( 4/15),Patrick Ruotolo RP | SF,M,RP,9999
W ( 4/15),Josh Simpson RP | MIA,M,RP,9999
W ( 4/15),Dan Altavilla RP | CHW,M,RP,9999
W ( 4/15),Gunner Mayer SP | PHI,M,SP,9999
W ( 4/15),Adam Shoemaker SP | ATL,M,SP,9999
W ( 4/15),Zack Qin RP | SD ,M,RP,9999
W ( 4/15),Tyson Perez RP | HOU,M,RP,9999
W ( 4/15),Michael Koval RP | SEA,M,RP,9999
W ( 4/15),Brandon Hughes RP | CHC,M,RP,9999
W ( 4/15),Garrett Davila SP | KC,M,SP,9999
W ( 4/15),Cody Stull RP | ATH,M,RP,9999
W ( 4/15),David Robertson RP | TEX,A,RP,9999
W ( 4/15),Christian Chamberlain RP | KC ,M,RP,9999
W ( 4/15),Tom Windle RP | NYM,M,RP,9999
W ( 4/15),Jhosmer Alvarez RP | ARI,M,RP,9999
W ( 4/15),Jorge Marcheco SP | LAA,M,SP,9999
W ( 4/15),Karch Kowalczyk RP | LAD,M,RP,9999
W ( 4/15),Kevin Mahala RP | PIT,M,RP,9999
W ( 4/15),Ryan Shreve RP | STL,M,RP,9999
W ( 4/15),Carlos Pena SP | DET,M,SP,9999
W ( 4/15),Taylor Hearn RP | KC,A,RP,9999
W ( 4/15),Harol Gonzalez RP | NYM,M,RP,9999
W ( 4/15),Jose Cuas RP | PHI,M,RP,9999
W ( 4/15),Craig Brooks RP | CHC,M,RP,9999
W ( 4/15),Logan Evans SP | SEA,M,SP,9999
W ( 4/15),Carlos Hernandez SP | ATH,M,SP,9999
W ( 4/15),Alex Hoppe RP | BOS,M,RP,9999
W ( 4/15),Daniel Brown RP | MIL,M,RP,9999
W ( 4/15),Caleb Dirks RP | ATL,M,RP,9999
W ( 4/15),Zach Neal RP | ATH,A,RP,9999
W ( 4/15),Corey Copping RP | TOR,M,RP,9999
W ( 4/15),Adam Maier SP | ATL,M,SP,9999
W ( 4/15),Gerald Ogando RP | BAL,M,RP,9999
W ( 4/15),Joel Diaz SP | NYM,A,SP,9999
W ( 4/15),Eduarniel Nunez SP | SD,M,SP,9999
W ( 4/15),Joey Stock RP | BOS,M,RP,9999
W ( 4/15),Jose De Leon RP | MIN,A,RP,9999
W ( 4/15),Peter Strzelecki RP | PIT,A,RP,9999
W ( 4/15),Austin Adams RP | BOS,M,RP,9999
W ( 4/15),Chase Mobley SP | CLE,M,SP,9999
W ( 4/15),Daniel Missaki RP | TEX,M,RP,9999
W ( 4/15),Blair Calvo RP | DET ,M,RP,9999
W ( 4/15),Matt Mikulski SP | SF,M,SP,9999
W ( 4/15),Tyler Myrick RP | SF,M,RP,9999
W ( 4/15),Matt Walker RP | SEA,M,RP,9999
W ( 4/15),Braden Bristo RP | DET,A,RP,9999
W ( 4/15),Jacob Dorris RP | HOU,M,RP,9999
W ( 4/15),Ryan Lillie RP | CIN,M,RP,9999
W ( 4/15),Nick Wittgren RP | SEA,A,RP,9999
W ( 4/15),Matt Crouse SP | DET,M,SP,9999
W ( 4/15),Jose Nin RP | CHW,M,RP,9999
W ( 4/15),Ricky Karcher RP | ARI,M,RP,9999
W ( 4/15),Angel Ventura RP | MIL,M,RP,9999
W ( 4/15),Edison Frias RP | HOU,M,RP,9999
W ( 4/15),Connor Cooke SP | TOR ,M,SP,9999
W ( 4/15),Daulton Jefferies RP | PIT,A,RP,9999
W ( 4/15),Hans Crouse RP | LAA,M,RP,9999
W ( 4/15),Ronny Garcia RP | HOU,M,RP,9999
W ( 4/15),Isaiah Campbell RP | BOS,M,RP,9999
W ( 4/15),Adam Serwinowski SP | CIN,M,SP,9999
W ( 4/15),Luke Craig RP | ARI,M,RP,9999
W ( 4/15),Jake Sommers SP | COL,M,SP,9999
W ( 4/15),Felix Arronde SP | KC,M,SP,9999
W ( 4/15),Trey Supak SP | ATH,M,SP,9999
W ( 4/15),Adrian Bohorquez SP | MIN,M,SP,9999
W ( 4/15),Melvi Acosta RP | MIN,M,RP,9999
W ( 4/15),Trystan Vrieling SP | NYY ,M,SP,9999
W ( 4/15),Sam Weatherly SP | COL,M,SP,9999
W ( 4/15),Andrew Morales RP | STL,M,RP,9999
W ( 4/15),Anderson Bido RP | HOU,M,RP,9999
W ( 4/15),Jack Leftwich SP | CLE ,IL,SP,9999
W ( 4/15),Luke Holman SP | CIN,M,SP,9999
W ( 4/15),Jake Elliott RP | ATL,M,RP,9999
W ( 4/15),Ronan Kopp SP | LAD,M,SP,9999
W ( 4/15),Leonardo Taveras RP | STL,M,RP,9999
W ( 4/15),Jensen Elliott RP | BAL,M,RP,9999
W ( 4/15),"Ryan Burr RP,SP | TOR ",IL,"RP,SP",9999
W ( 4/15),Elian Leyva RP | ATL,M,RP,9999
W ( 4/15),Blaine Knight SP | BAL,M,SP,9999
W ( 4/15),Javier Atencio SP | NYM,M,SP,9999
W ( 4/15),Donovan Benoit RP | CIN,M,RP,9999
W ( 4/15),Yaramil Hiraldo RP | BAL,M,RP,9999
W ( 4/15),Jesse Scholtens RP | CHW ,IL,RP,9999
W ( 4/15),Roman Phansalkar RP | LAA,M,RP,9999
W ( 4/15),Austin Kubitza RP | DET,M,RP,9999
W ( 4/15),Matt Pidich RP | CIN,M,RP,9999
Southern Playaz,Cade Cavalli SP | WAS ,IL,SP,9999
W ( 4/15),Will Watson RP | NYM,M,RP,9999
W ( 4/15),Aaron Rozek RP | MIN,M,RP,9999
W ( 4/15),Chris Devenski RP | NYM,M,RP,9999
W ( 4/15),Tyler Schoff RP | WAS,M,RP,9999
W ( 4/15),Colton Davis RP | MIN,M,RP,9999
W ( 4/15),Robbie Baker RP | MIL,M,RP,9999
W ( 4/15),Max Lazar RP | PHI,M,RP,9999
W ( 4/15),Hyun-Seok Jang SP | LAD,M,SP,9999
W ( 4/15),Kade Bragg RP | MIN,M,RP,9999
W ( 4/15),Cory Wall SP | ATL,M,SP,9999
W ( 4/15),Hunter Cranton RP | SEA ,IL,RP,9999
W ( 4/15),Zach Plesac SP | LAA,M,SP,9999
W ( 4/15),Odalvi Javier RP | ATL,M,RP,9999
W ( 4/15),"Roansy Contreras RP,SP | BAL",A,"RP,SP",9999
W ( 4/15),Silfredo Garcia RP | STL,M,RP,9999
W ( 4/15),Evan Kravetz RP | CIN,M,RP,9999
W ( 4/15),Juan Encarnacion RP | BOS,M,RP,9999
W ( 4/15),Ty Cummings RP | SEA,M,RP,9999
W ( 4/15),Daniel Camarena RP | SD,M,RP,9999
W ( 4/15),Patrick Reilly SP | BAL,M,SP,9999
Wrigleyville Fielders,George Kirby SP | SEA ,IL,SP,9999
W ( 4/15),Jimmy Kingsbury RP | SEA,M,RP,9999
W ( 4/15),Blake Rogers RP | ARI,M,RP,9999
W ( 4/15),Luis Gastelum RP | STL,M,RP,9999
W ( 4/15),Alex Cobb SP | DET ,IL,SP,9999
W ( 4/15),Jack O'Loughlin RP | COL,M,RP,9999
W ( 4/15),Justin Lange SP | NYY ,M,SP,9999
W ( 4/15),Frank Batista RP | CHC,M,RP,9999
W ( 4/15),Lucas Gilbreath RP | COL,M,RP,9999
W ( 4/15),Nick Hernandez RP | HOU,M,RP,9999
W ( 4/15),Jonah Dipoto RP | PHI,M,RP,9999
W ( 4/15),Santiago Garrido SP | DET,M,SP,9999
W ( 4/15),Jackson Cox SP | COL,M,SP,9999
W ( 4/15),Payton Tolle SP | BOS,M,SP,9999
W ( 4/15),Scott McGough RP | ARI,M,RP,9999
W ( 4/15),Jake Thompson RP | BOS,M,RP,9999
W ( 4/15),Evan Reifert RP | WAS,A,RP,9999
W ( 4/15),Mike Augliera RP | BOS,M,RP,9999
W ( 4/15),Travis Adams SP | MIN,M,SP,9999
W ( 4/15),Tyler Bryant RP | MIL,M,RP,9999
W ( 4/15),Michael Peoples RP | CLE,M,RP,9999
W ( 4/15),Chris Mokma SP | MIA,M,SP,9999
W ( 4/15),Dakota Donovan RP | LAA,M,RP,9999
W ( 4/15),Confesor Lara RP | DET,M,RP,9999
W ( 4/15),Paul Campbell RP | MIA,M,RP,9999
W ( 4/15),Santiago Florez SP | PIT,M,SP,9999
East Carolina Bucs,Robby Snelling SP | MIA,M,SP,9999
W ( 4/15),Brandon Walter RP | HOU,M,RP,9999
Fairfax Flying Squirrels,Thomas White SP | MIA,M,SP,9999
W ( 4/15),Ethan Bagwell SP | ATL,M,SP,9999
W ( 4/15),Zane Barnhart RP | BAL,M,RP,9999
W ( 4/15),Williander Moreno RP | DET,M,RP,9999
W ( 4/15),Sean Isaac RP | LAA,M,RP,9999
W ( 4/15),Nathan Landry RP | BOS,M,RP,9999
W ( 4/15),John Church RP | NYM,M,RP,9999
W ( 4/15),Andrew Brown RP | PHI,M,RP,9999
W ( 4/15),Jose Fermin SP | LAA,M,SP,9999
W ( 4/15),Jeter Martinez SP | SEA,M,SP,9999
W ( 4/15),Chase Plymell RP | CHW,M,RP,9999
W ( 4/15),Andrew Baker RP | PHI,M,RP,9999
Richmond Hippies,Spencer Strider SP | ATL ,IL,SP,9999
W ( 4/15),Dinelson Lamet RP | LAD,M,RP,9999
W ( 4/15),Jonathan Teaney RP | CLE,M,RP,9999
W ( 4/15),Blake Goldsberry RP | COL,M,RP,9999
W ( 4/15),Wandisson Charles RP | BAL,M,RP,9999
W ( 4/15),Zac Leigh RP | CHC,M,RP,9999
W ( 4/15),Andrew Robinson RP | LAD,M,RP,9999
W ( 4/15),Nick Davila SP | SEA ,M,SP,9999
W ( 4/15),Aneuris Rosario RP | CHC,M,RP,9999
W ( 4/15),Michael Burrows RP | PIT,M,RP,9999
W ( 4/15),Will Brian RP | NYY,M,RP,9999
W ( 4/15),Tyson Miller RP | CHC ,IL,RP,9999
W ( 4/15),Luis Gonzalez RP | MIL,M,RP,9999
W ( 4/15),Will Stewart SP | MIA,M,SP,9999
W ( 4/15),Cole Phillips SP | SEA ,M,SP,9999
W ( 4/15),Colin Peluse SP | ATH,M,SP,9999
W ( 4/15),Junior Garcia RP | ARI,A,RP,9999
W ( 4/15),Cody Winiarski RP | CHW,M,RP,9999
W ( 4/15),Jean-Carlos Mejia RP | MIL,A,RP,9999
W ( 4/15),Trevor Bauer SP | LAD,A,SP,9999
W ( 4/15),Cole Stapler RP | ARI,M,RP,9999
W ( 4/15),David Gerber RP | SEA,M,RP,9999
W ( 4/15),Marcos Tineo RP | ARI,M,RP,9999
W ( 4/15),Corey Taylor RP | NYM,M,RP,9999
W ( 4/15),Austin Voth RP | SEA,A,RP,9999
W ( 4/15),Will Carter RP | CHW,M,RP,9999
W ( 4/15),Dalton Roach RP | STL,M,RP,9999
W ( 4/15),Pete Hansen SP | STL,M,SP,9999
W ( 4/15),Michael Horrell RP | HOU,M,RP,9999
W ( 4/15),Anthony Gose RP | NYM,M,RP,9999
W ( 4/15),Jack Anderson RP | SEA,M,RP,9999
W ( 4/15),Adonys Cardona SP | TOR,M,SP,9999
W ( 4/15),Brett Martin RP | TEX,A,RP,9999
W ( 4/15),Austin Gordon SP | LAA,M,SP,9999
W ( 4/15),Sandy Lugo RP | CIN,M,RP,9999
Lewisberg All Blacks,Noah Schultz SP | CHW,M,SP,9999
W ( 4/15),Mitchell Miller RP | SD,M,RP,9999
W ( 4/15),Yerry Rodriguez RP | PIT,A,RP,9999
W ( 4/15),Juan Zapata RP | CLE,M,RP,9999
W ( 4/15),Jimmy Reyes RP | TEX,M,RP,9999
W ( 4/15),Ivran Romero RP | MIN,M,RP,9999
W ( 4/15),Jake Haberer RP | SEA,M,RP,9999
W ( 4/15),Tyler Woessner RP | MIL,M,RP,9999
W ( 4/15),Jacob Zibin SP | CLE,M,SP,9999
W ( 4/15),Marco Carrillo RP | CHC,M,RP,9999
W ( 4/15),Jordan Montgomery SP | ARI ,IL,SP,9999
W ( 4/15),Jarret Martin SP | TEX,M,SP,9999
W ( 4/15),Gustavo Armas RP | PHI,M,RP,9999
W ( 4/15),Jason Urquidez RP | ARI,M,RP,9999
W ( 4/15),Vicarte Domingo SP | SD,M,SP,9999
